ReactionID	ReactionType	CatalystCoreDetail	CatalystCoreGeneric	Ligand	ReagentRaw	ReagentRole	Base	Solvent	Temperature_C	Time_h	Yield_%	ReactantSMILES	ProductSMILES	Reference	CondKey	CondSig	FamSig	RawCAS	RCTName	PROName	RGTName	CATName	SOLName	BASName
31-614-CAS-24138725	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	74	N#Cc1ccc(I)cc1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3ccc(C#N)cc3)nnc2C(F)(F)F)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 271-44-3 + 2765639-71-0 | PRO: 2765639-83-4 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""271-44-3"", ""2765639-71-0""]"	"[""2765639-83-4""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138726	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	81	Ic1ccccc1 . O=COc1cc(OC=O)cc(OC=O)c1 . Cc1ccc(N=C(NN)C(F)(F)F)c(Cl)c1	Cc1ccc(-n2c(-c3ccccc3)nnc2C(F)(F)F)c(Cl)c1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 108-86-1 + 17305-22-5 | PRO: 3065127-66-1 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""108-86-1"", ""17305-22-5""]"	"[""3065127-66-1""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138727	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	90	Ic1ccccc1 . Cc1ccc(N=C(NN)C(F)(F)F)cc1C . O=COc1cc(OC=O)cc(OC=O)c1	Cc1ccc(-n2c(-c3ccccc3)nnc2C(F)(F)F)cc1C	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 2848653-18-7 | PRO: 2851430-39-0 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""2848653-18-7""]"	"[""2851430-39-0""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138728	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	26.0	84	Cc1cccc(I)c1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3cccc(C)c3)nnc2C(F)(F)F)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 2971798-73-7 + 630-08-0 | PRO: 2971797-50-7 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""2971798-73-7"", ""630-08-0""]"	"[""2971797-50-7""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138729	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	81	Cc1ccc(I)cc1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3ccc(C)cc3)nnc2C(F)(F)F)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 591-50-4 + 167287-90-3 + 1957190-76-9 | PRO: 2377748-53-1 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""591-50-4"", ""167287-90-3"", ""1957190-76-9""]"	"[""2377748-53-1""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138730	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	93	Brc1ccc(I)cc1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3ccc(Br)cc3)nnc2C(F)(F)F)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 612-62-4 + 635-46-1 | PRO: 106501-59-1 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""612-62-4"", ""635-46-1""]"	"[""106501-59-1""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138732	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	79	Ic1ccccc1 . O=COc1cc(OC=O)cc(OC=O)c1 . NNC(=Nc1ccc(C(F)(F)F)cc1)C(F)(F)F	FC(F)(F)c1ccc(-n2c(-c3ccccc3)nnc2C(F)(F)F)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 620-93-9 + 1003-09-4 | PRO: 89331-93-1 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""620-93-9"", ""1003-09-4""]"	"[""89331-93-1""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138736	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	86	COc1ccc(I)cc1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-c2nnc(C(F)(F)F)n2-c2ccc(OC)cc2)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 109179-31-9 + 160893-04-9 | PRO: 3060704-84-6 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""109179-31-9"", ""160893-04-9""]"	"[""3060704-84-6""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138737	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	50	Cc1ccccc1I . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3ccccc3C)nnc2C(F)(F)F)cc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 822-36-6 + 2055510-52-4 | PRO: 2055506-21-1 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""822-36-6"", ""2055510-52-4""]"	"[""2055506-21-1""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138738	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	54	Ic1cccc2ccccc12 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3cccc4ccccc34)nnc2C(F)(F)F)cc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 135-67-1 + 92874-17-4 | PRO: 2803139-86-6 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""135-67-1"", ""92874-17-4""]"	"[""2803139-86-6""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138740	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	86	Ic1ccccc1 . O=COc1cc(OC=O)cc(OC=O)c1 . NNC(=Nc1cccc2ccccc12)C(F)(F)F	FC(F)(F)c1nnc(-c2ccccc2)n1-c1cccc2ccccc12	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 112275-50-0 + 3012621-83-6 | PRO: 3049693-41-3 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""112275-50-0"", ""3012621-83-6""]"	"[""3049693-41-3""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138742	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	69	Ic1ccccc1 . Cc1cccc(N=C(NN)C(F)(F)F)c1 . O=COc1cc(OC=O)cc(OC=O)c1	Cc1cccc(-n2c(-c3ccccc3)nnc2C(F)(F)F)c1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 68882-86-0 + 109179-31-9 | PRO: 3060704-91-5 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""68882-86-0"", ""109179-31-9""]"	"[""3060704-91-5""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138743	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	88	Ic1ccc2[nH]ccc2c1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3ccc4[nH]ccc4c3)nnc2C(F)(F)F)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 401-84-3 + 45699-12-5 | PRO: 2578053-91-3 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""401-84-3"", ""45699-12-5""]"	"[""2578053-91-3""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138744	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	84	Ic1ccccc1 . Cc1ccccc1N=C(NN)C(F)(F)F . O=COc1cc(OC=O)cc(OC=O)c1	Cc1ccccc1-n1c(-c2ccccc2)nnc1C(F)(F)F	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 6267-02-3 + 3026222-81-8 | PRO: 3025714-68-2 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""6267-02-3"", ""3026222-81-8""]"	"[""3025714-68-2""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138745	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	98	CC(C)(C)c1ccc(I)cc1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3ccc(C(C)(C)C)cc3)nnc2C(F)(F)F)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 630-08-0 + 2712587-04-5 | PRO: 2755412-16-7 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""630-08-0"", ""2712587-04-5""]"	"[""2755412-16-7""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138746	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	79	Ic1ccc2ncccc2c1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3ccc4ncccc4c3)nnc2C(F)(F)F)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 2860553-38-2 + 2860553-42-8 | PRO: 2860553-37-1 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""2860553-38-2"", ""2860553-42-8""]"	"[""2860553-37-1""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24138747	Buchwald	"[""Palladium trifluoroacetate""]"	"[""Pd""]"	"[""none""]"	"[""121-44-8"", ""Triethylamine""]"	"[""BASE""]"	"[""Triethylamine""]"	"[""75-05-8"", ""Acetonitrile""]"	100.0	24.0	97	Clc1ccc(I)cc1 . COc1ccc(N=C(NN)C(F)(F)F)cc1 . O=COc1cc(OC=O)cc(OC=O)c1	COc1ccc(-n2c(-c3ccc(Cl)cc3)nnc2C(F)(F)F)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/none/121-44-8+Triethylamine/75-05-8+Acetonitrile			RCT: 630-08-0 + 2712587-10-3 | PRO: 2755412-22-5 | RGT: 121-44-8 | CAT: 42196-31-6 | SOL: 75-05-8	"[""630-08-0"", ""2712587-10-3""]"	"[""2755412-22-5""]"	"[""121-44-8""]"	"[""42196-31-6""]"	"[""75-05-8""]"	"[""Triethylamine""]"
31-614-CAS-24153520	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-47-4"", ""Potassium tert-butoxide""]"	"[""BASE""]"	"[""Potassium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	100.0	16.0	73	c1ccc2c(c1)Nc1ccccc1S2 . Clc1ccc(Br)cc1	Clc1ccc(N2c3ccccc3Sc3ccccc32)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/865-47-4+Potassium tert-butoxide/108-88-3+Toluene			RCT: 92-84-2 + 106-39-8 | PRO: 58736-79-1 | RGT: 865-47-4 | CAT: 3375-31-3 + 657408-07-6 | SOL: 108-88-3	"[""92-84-2"", ""106-39-8""]"	"[""58736-79-1""]"	"[""865-47-4""]"	"[""3375-31-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Potassium tert-butoxide""]"
31-614-CAS-24154136	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""[S(R)]-N-[(S)-[3"", ""5-Bis(1"", ""1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide""]"	"[""75-98-9"", ""584-08-7"", ""Pivalic acid"", ""Potassium carbonate""]"	"[""BASE""]"	"[""Potassium carbonate""]"	"[""98-08-8"", ""(Trifluoromethyl)benzene""]"	45.0	25.0	79	[C-]#[O+] . CC(C)(C)c1ccccc1NC(=O)c1cc(Br)ccc1I	CC(C)(C)c1ccccc1N1C(=O)c2ccc(Br)cc2C1=O	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide+5-Bis(1+[S(R)]-N-[(S)-[3/584-08-7+75-98-9+Pivalic acid+Potassium carbonate/(Trifluoromethyl)benzene+98-08-8			RCT: 100-63-0 + 1531596-10-7 | PRO: 124896-76-0 | RGT: 75-98-9 + 584-08-7 | CAT: 7647-10-1 + 2241598-31-0 | SOL: 98-08-8	"[""100-63-0"", ""1531596-10-7""]"	"[""124896-76-0""]"	"[""75-98-9"", ""584-08-7""]"	"[""7647-10-1"", ""2241598-31-0""]"	"[""98-08-8""]"	"[""Potassium carbonate""]"
31-614-CAS-24154137	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""[S(R)]-N-[(S)-[3"", ""5-Bis(1"", ""1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide""]"	"[""75-98-9"", ""584-08-7"", ""Pivalic acid"", ""Potassium carbonate""]"	"[""BASE""]"	"[""Potassium carbonate""]"	"[""98-08-8"", ""(Trifluoromethyl)benzene""]"	45.0	24.0	93	[C-]#[O+] . CC(C)(C)c1ccccc1NC(=O)c1cc(C(F)(F)F)ccc1I	CC(C)(C)c1ccccc1N1C(=O)c2ccc(C(F)(F)F)cc2C1=O	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide+5-Bis(1+[S(R)]-N-[(S)-[3/584-08-7+75-98-9+Pivalic acid+Potassium carbonate/(Trifluoromethyl)benzene+98-08-8			RCT: 2848653-13-2 | PRO: 2851430-34-5 | RGT: 75-98-9 + 584-08-7 | CAT: 7647-10-1 + 2241598-31-0 | SOL: 98-08-8	"[""2848653-13-2""]"	"[""2851430-34-5""]"	"[""75-98-9"", ""584-08-7""]"	"[""7647-10-1"", ""2241598-31-0""]"	"[""98-08-8""]"	"[""Potassium carbonate""]"
31-614-CAS-24154138	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""[S(R)]-N-[(S)-[3"", ""5-Bis(1"", ""1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide""]"	"[""75-98-9"", ""584-08-7"", ""Pivalic acid"", ""Potassium carbonate""]"	"[""BASE""]"	"[""Potassium carbonate""]"	"[""98-08-8"", ""(Trifluoromethyl)benzene""]"	45.0	24.0	99	[C-]#[O+] . CC(C)(C)c1ccccc1NC(=O)c1cc(F)ccc1I	CC(C)(C)c1ccccc1N1C(=O)c2ccc(F)cc2C1=O	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide+5-Bis(1+[S(R)]-N-[(S)-[3/584-08-7+75-98-9+Pivalic acid+Potassium carbonate/(Trifluoromethyl)benzene+98-08-8			RCT: 630-08-0 + 2712587-01-2 | PRO: 2755412-13-4 | RGT: 75-98-9 + 584-08-7 | CAT: 7647-10-1 + 2241598-31-0 | SOL: 98-08-8	"[""630-08-0"", ""2712587-01-2""]"	"[""2755412-13-4""]"	"[""75-98-9"", ""584-08-7""]"	"[""7647-10-1"", ""2241598-31-0""]"	"[""98-08-8""]"	"[""Potassium carbonate""]"
31-614-CAS-24154139	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""[S(R)]-N-[(S)-[3"", ""5-Bis(1"", ""1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide""]"	"[""75-98-9"", ""584-08-7"", ""Pivalic acid"", ""Potassium carbonate""]"	"[""BASE""]"	"[""Potassium carbonate""]"	"[""98-08-8"", ""(Trifluoromethyl)benzene""]"	45.0	24.0	95	[C-]#[O+] . CC(C)(C)c1ccccc1NC(=O)c1cc([N+](=O)[O-])ccc1I	CC(C)(C)c1ccccc1N1C(=O)c2ccc([N+](=O)[O-])cc2C1=O	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide+5-Bis(1+[S(R)]-N-[(S)-[3/584-08-7+75-98-9+Pivalic acid+Potassium carbonate/(Trifluoromethyl)benzene+98-08-8			RCT: 612-62-4 + 110-91-8 | PRO: 34500-40-8 | RGT: 75-98-9 + 584-08-7 | CAT: 7647-10-1 + 2241598-31-0 | SOL: 98-08-8	"[""612-62-4"", ""110-91-8""]"	"[""34500-40-8""]"	"[""75-98-9"", ""584-08-7""]"	"[""7647-10-1"", ""2241598-31-0""]"	"[""98-08-8""]"	"[""Potassium carbonate""]"
31-614-CAS-24154140	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""[S(R)]-N-[(S)-[3"", ""5-Bis(1"", ""1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide""]"	"[""75-98-9"", ""584-08-7"", ""Pivalic acid"", ""Potassium carbonate""]"	"[""BASE""]"	"[""Potassium carbonate""]"	"[""98-08-8"", ""(Trifluoromethyl)benzene""]"	45.0	24.0	98	[C-]#[O+] . CC(C)(C)c1ccccc1NC(=O)c1cc(Cl)ccc1I	CC(C)(C)c1ccccc1N1C(=O)c2ccc(Cl)cc2C1=O	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide+5-Bis(1+[S(R)]-N-[(S)-[3/584-08-7+75-98-9+Pivalic acid+Potassium carbonate/(Trifluoromethyl)benzene+98-08-8			RCT: 98-56-6 + 100-61-8 | PRO: 189065-46-1 | RGT: 75-98-9 + 584-08-7 | CAT: 7647-10-1 + 2241598-31-0 | SOL: 98-08-8	"[""98-56-6"", ""100-61-8""]"	"[""189065-46-1""]"	"[""75-98-9"", ""584-08-7""]"	"[""7647-10-1"", ""2241598-31-0""]"	"[""98-08-8""]"	"[""Potassium carbonate""]"
31-614-CAS-24154141	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""[S(R)]-N-[(S)-[3"", ""5-Bis(1"", ""1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide""]"	"[""75-98-9"", ""584-08-7"", ""Pivalic acid"", ""Potassium carbonate""]"	"[""BASE""]"	"[""Potassium carbonate""]"	"[""98-08-8"", ""(Trifluoromethyl)benzene""]"	45.0	24.0	80	[C-]#[O+] . COc1ccc(C(=O)Nc2ccccc2C(C)(C)C)c(I)c1	COc1ccc2c(c1)C(=O)N(c1ccccc1C(C)(C)C)C2=O	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1-dimethylethyl)-4-methoxyphenyl][2-(dicyclohexylphosphino)phenyl]methyl]-2-methyl-2-propanesulfinamide+5-Bis(1+[S(R)]-N-[(S)-[3/584-08-7+75-98-9+Pivalic acid+Potassium carbonate/(Trifluoromethyl)benzene+98-08-8			RCT: 36646-78-3 + 1491143-29-3 | PRO: 3028304-21-1 | RGT: 75-98-9 + 584-08-7 | CAT: 7647-10-1 + 2241598-31-0 | SOL: 98-08-8	"[""36646-78-3"", ""1491143-29-3""]"	"[""3028304-21-1""]"	"[""75-98-9"", ""584-08-7""]"	"[""7647-10-1"", ""2241598-31-0""]"	"[""98-08-8""]"	"[""Potassium carbonate""]"
