ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-40034158,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Tripotassium phosphate""]","[""UNK""]","[""Isopropanol"", ""Ethylene glycol""]",90.0,24.0,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Tripotassium phosphate/Ethylene glycol+Isopropanol,33a81fef,33a81fef,RCT: 52737-46-9 + 89891-82-7 | PRO: 3038685-07-0 | RGT: 7778-53-2 | CAT: 7681-65-4 | SOL: 67-63-0 + 107-21-1,"[""52737-46-9"", ""89891-82-7""]","[""3038685-07-0""]","[""Tripotassium phosphate (K3PO4)""]","[""Copper(I) iodide (CuI)""]","[""Isopropanol"", ""Unresolved CAS 107-21-1""]"
31-614-CAS-40039618,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylglycine""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",110.0,48.0,86,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylglycine/Potassium carbonate/Dimethyl sulfoxide,dcd9ed02,dcd9ed02,RCT: 288-13-1 + 58861-53-3 | PRO: 3055343-77-3 | RGT: 584-08-7 | CAT: 1118-68-9 + 7681-65-4 | SOL: 67-68-5,"[""288-13-1"", ""58861-53-3""]","[""3055343-77-3""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 1118-68-9"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106783,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 1120-87-2 + 1547036-10-1 | PRO: 3038179-03-9 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""1120-87-2"", ""1547036-10-1""]","[""3038179-03-9""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106784,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 623-00-7 + 1547036-10-1 | PRO: 3038178-99-0 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""623-00-7"", ""1547036-10-1""]","[""3038178-99-0""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106785,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 110-91-8 + 14062-80-7 | PRO: 125776-05-8 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""110-91-8"", ""14062-80-7""]","[""125776-05-8""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106787,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 591-17-3 + 1547036-10-1 | PRO: 3038178-94-5 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""591-17-3"", ""1547036-10-1""]","[""3038178-94-5""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106788,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 49834-22-2 + 1547036-10-1 | PRO: 2820245-00-7 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""49834-22-2"", ""1547036-10-1""]","[""2820245-00-7""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106789,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 123-75-1 + 5332-25-2 | PRO: 343954-65-4 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""Pyrrolidine"", ""5332-25-2""]","[""343954-65-4""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106790,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 109-77-3 + 878109-23-0 | PRO: 2999684-34-1 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""109-77-3"", ""878109-23-0""]","[""2999684-34-1""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106791,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 3466-32-8 + 1547036-10-1 | PRO: 3038179-00-6 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""3466-32-8"", ""1547036-10-1""]","[""3038179-00-6""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106792,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 626-55-1 + 1314968-10-9 | PRO: 3038178-88-7 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""626-55-1"", ""1314968-10-9""]","[""3038178-88-7""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106793,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 123-75-1 + 32779-38-7 | PRO: 1602074-24-7 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""Pyrrolidine"", ""32779-38-7""]","[""1602074-24-7""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106794,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 125872-95-9 + 1547036-10-1 | PRO: 3038179-10-8 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""125872-95-9"", ""1547036-10-1""]","[""3038179-10-8""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106795,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 83922-51-4 + 1547036-10-1 | PRO: 2820244-97-9 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""83922-51-4"", ""1547036-10-1""]","[""2820244-97-9""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106796,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 34896-80-5 + 1547036-10-1 | PRO: 2761091-80-7 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""34896-80-5"", ""1547036-10-1""]","[""2761091-80-7""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106797,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 1073-06-9 + 1547036-10-1 | PRO: 3038178-95-6 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""1073-06-9"", ""1547036-10-1""]","[""3038178-95-6""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106798,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 110-62-3 + 15310-01-7 | PRO: 38520-87-5 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""110-62-3"", ""15310-01-7""]","[""38520-87-5""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106799,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 626-55-1 + 1554344-77-2 | PRO: 2761091-69-2 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""626-55-1"", ""1554344-77-2""]","[""2761091-69-2""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106800,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 626-55-1 + 2092365-68-7 | PRO: 3038178-91-2 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""626-55-1"", ""2092365-68-7""]","[""3038178-91-2""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106801,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 3063462-92-7 + 182163-96-8 | PRO: 3063463-31-7 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""3063462-92-7"", ""182163-96-8""]","[""3063463-31-7""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106802,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 13472-85-0 + 1547036-10-1 | PRO: 3038179-05-1 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""13472-85-0"", ""1547036-10-1""]","[""3038179-05-1""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106803,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 110-91-8 + 1795652-44-6 | PRO: 3053523-65-9 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""110-91-8"", ""1795652-44-6""]","[""3053523-65-9""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106804,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 6952-59-6 + 1547036-10-1 | PRO: 3038178-98-9 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""6952-59-6"", ""1547036-10-1""]","[""3038178-98-9""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106805,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 626-55-1 + 3038178-81-0 | PRO: 3038178-89-8 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""626-55-1"", ""3038178-81-0""]","[""3038178-89-8""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106806,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 626-60-8 + 3197-42-0 | PRO: 3056929-88-2 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""626-60-8"", ""3197-42-0""]","[""3056929-88-2""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106807,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 955368-90-8 + 2924005-56-9 | PRO: 2924005-57-0 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""955368-90-8"", ""2924005-56-9""]","[""2924005-57-0""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106808,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 2398-37-0 + 1547036-10-1 | PRO: 3038178-97-8 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""2398-37-0"", ""1547036-10-1""]","[""3038178-97-8""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106809,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 461-96-1 + 1547036-10-1 | PRO: 3038178-96-7 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""461-96-1"", ""1547036-10-1""]","[""3038178-96-7""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106810,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 626-55-1 + 932698-80-1 | PRO: 3038178-90-1 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""626-55-1"", ""932698-80-1""]","[""3038178-90-1""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106811,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 25939-01-9 + 89487-91-2 | PRO: 3061589-07-6 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""25939-01-9"", ""89487-91-2""]","[""3061589-07-6""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106812,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 110-91-8 + 766-51-8 | PRO: 27347-13-3 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""110-91-8"", ""766-51-8""]","[""27347-13-3""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40106816,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,2.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 109-04-6 + 1547036-10-1 | PRO: 3038179-02-8 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""109-04-6"", ""1547036-10-1""]","[""3038179-02-8""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40180087,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""2-Diaminocyclohexane""]","[""Tripotassium phosphate"", ""Ammonium chloride"", ""Phosphorus oxychloride"", ""Sodium hydroxide""]","[""UNK"", ""WORKUP"", ""BASE""]","[""p-Xylene"", ""Water"", ""Dimethylformamide"", ""Toluene""]",160.0,42.0,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+2-Diaminocyclohexane/Ammonium chloride+Phosphorus oxychloride+Sodium hydroxide+Tripotassium phosphate/Dimethylformamide+Toluene+Water+p-Xylene,8db9b98b,8db9b98b,RCT: 288-13-1 + 63996-36-1 | PRO: 3055343-79-5 | RGT: 7778-53-2 + 12125-02-9 + 10025-87-3 + 1310-73-2 | CAT: 694-83-7 + 7681-65-4 | SOL: 106-42-3 + 7732-18-5 + 68-12-2 + 108-88-3,"[""288-13-1"", ""63996-36-1""]","[""3055343-79-5""]","[""Tripotassium phosphate (K3PO4)"", ""Ammonium chloride (NH4Cl)"", ""Unresolved CAS 10025-87-3"", ""Sodium hydroxide (NaOH)""]","[""Unresolved CAS 694-83-7"", ""Copper(I) iodide (CuI)""]","[""p-Xylene"", ""Water"", ""DMF"", ""Toluene""]"
31-614-CAS-40180117,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""2-Diaminocyclohexane""]","[""Tripotassium phosphate"", ""Ammonium chloride"", ""Phosphorus oxychloride"", ""Sodium hydroxide""]","[""UNK"", ""WORKUP"", ""BASE""]","[""p-Xylene"", ""Water"", ""Dimethylformamide"", ""Toluene""]",160.0,42.0,72,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+2-Diaminocyclohexane/Ammonium chloride+Phosphorus oxychloride+Sodium hydroxide+Tripotassium phosphate/Dimethylformamide+Toluene+Water+p-Xylene,8db9b98b,8db9b98b,RCT: 1722-12-9 + 110-89-4 | PRO: 51957-36-9 | RGT: 7778-53-2 + 12125-02-9 + 10025-87-3 + 1310-73-2 | CAT: 694-83-7 + 7681-65-4 | SOL: 106-42-3 + 7732-18-5 + 68-12-2 + 108-88-3,"[""1722-12-9"", ""110-89-4""]","[""51957-36-9""]","[""Tripotassium phosphate (K3PO4)"", ""Ammonium chloride (NH4Cl)"", ""Unresolved CAS 10025-87-3"", ""Sodium hydroxide (NaOH)""]","[""Unresolved CAS 694-83-7"", ""Copper(I) iodide (CuI)""]","[""p-Xylene"", ""Water"", ""DMF"", ""Toluene""]"
