record_index,RXN:VAR(1):CAS_Reaction_Number,RXN:RCT(1):CAS_RN,RXN:RCT(2):CAS_RN,RXN:RCT(3):CAS_RN,RXN:RCT(4):CAS_RN,RXN:PRO(1):CAS_RN,RXN:VAR(1):PRO(1):YIELD,RXN:VAR(1):REFERENCE(1):AUTHOR,RXN:VAR(1):REFERENCE(1):TITLE,RXN:VAR(1):REFERENCE(1):CITATION,RXN:VAR(1):NOTES,RXN:VAR(1):CAT(1):CAS_RN,RXN:VAR(1):CAT(2):CAS_RN,RXN:VAR(1):CAT(3):CAS_RN,RXN:VAR(1):CAT(4):CAS_RN,RXN:VAR(1):RGT(1):CAS_RN,RXN:VAR(1):RGT(2):CAS_RN,RXN:VAR(1):RGT(3):CAS_RN,RXN:VAR(1):RGT(4):CAS_RN,RXN:VAR(1):RGT(5):CAS_RN,RXN:VAR(1):RGT(6):CAS_RN,RXN:VAR(1):SOL(1):CAS_RN,RXN:VAR(1):SOL(2):CAS_RN,RXN:VAR(1):SOL(3):CAS_RN,RXN:VAR(1):SOL(4):CAS_RN,RXN:VAR(1):SOL(5):CAS_RN,yield_percent,year
188,31-614-CAS-38006367,155310-24-0,2982878-44-2,,,2738481-80-4,93,"Sano, Yusuke; Shintani, Toshiki; Hayakawa, Masahiro; Oda, Susumu; Kondo,",One-Shot Construction of BN-Embedded Heptadecacene Framework Exhibiting,"Journal of the American Chemical Society (2023), 145(21), 11504-11511",,51364-51-3,657408-07-6,,,865-48-5,,,,,,95-47-6,,,,,93,2023.0
189,31-614-CAS-42014429,106-43-4,135-67-1,,,58736-73-5,93,"Li, Cheuk Long; Tse, Man Ho; Choy, Pui Ying; Kwong, Fuk Yee",Application of indole-based monophosphine in ppm level Pd-catalyzed C-N,"Journal of Organometallic Chemistry (2024), 1011123124","thermal (thermal process (stage 2)), Buchwald-Hartwig amination, catalyst",98-80-6,3375-31-3,3058377-30-0,,865-48-5,,,,,,75-09-2,108-88-3,7732-18-5,,,93,2024.0
190,31-614-CAS-38030242,110-91-8,23145-05-3,,,939051-52-2,93,"Ouyang, Jia-Sheng; Zhang, Xinhuan; Pan, Bendu; Zou, Haobin; Chan, Albert",Solvent-Free Buchwald-Hartwig Amination of Heteroaryl Chlorides by,"Organic Letters (2023), 25(41), 7491-7496","green chemistry, no solvent, Buchwald-Hartwig amination, Schlenk tube",2585661-86-3,,,,865-48-5,,,,,,,,,,,93,2023.0
191,31-614-CAS-36602307,611-05-2,19646-07-2,57260-71-6,21190-87-4,2928616-68-4,93,"He, Jia; Wang, Luzhen; Mi, DaZhao; Guan, Tian; Liu, Wenjing; He, Peng;",Discovery of Pyrimidinediamine Derivatives as Potent Methuosis Inducers,"Journal of Medicinal Chemistry (2023), 66(11), 7421-7437",,7440-05-3,,,,534-17-8,7087-68-5,1333-74-0,2592-95-2,25952-53-8,7647-01-0,68-12-2,71-36-3,67-56-1,75-09-2,123-91-1,93,2023.0
192,31-614-CAS-40129179,3036635-47-6,,,,3047886-54-1,93,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 94% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,93,2023.0
193,31-614-CAS-39194495,1914543-70-6,3028467-98-0,,,3033295-01-8,93,"Wu, Chenggui; Liu, Ze-Shui; Shang, Yong; Liu, Chang; Deng, Shuang; Cheng,",Asymmetric Two-Component Alkenyl Catellani Reaction for the Construction,"Chinese Journal of Chemistry (2024), 42(7), 699-704","stereoselective (ee = 90%), Catellani reaction, sealed vial used",3375-31-3,2248160-18-9,,,584-08-7,,,,,,109-99-9,,,,,93,2024.0
194,31-614-CAS-39194509,2172695-84-8,2647910-23-2,,,3033295-16-5,93,"Wu, Chenggui; Liu, Ze-Shui; Shang, Yong; Liu, Chang; Deng, Shuang; Cheng,",Asymmetric Two-Component Alkenyl Catellani Reaction for the Construction,"Chinese Journal of Chemistry (2024), 42(7), 699-704","stereoselective (ee = 93%), thermal, Catellani reaction, sealed vial used",3375-31-3,5518-52-5,2248160-18-9,,584-08-7,,,,,,109-99-9,,,,,93,2024.0
195,31-614-CAS-40129287,3036635-00-1,,,,3047887-88-4,93,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 94% ee",3375-31-3,76189-56-5,,,584-08-7,1310-73-2,,,,,108-88-3,123-91-1,,,,93,2023.0
196,31-614-CAS-41650760,100-63-0,141-97-9,874-42-0,,312310-89-7,93,"AlMohamadi, Hamad; AlBajalan, Ahmed Rafiq; Menon, Soumya V.;","Palladium immobilized onto 1,4-bis(pyrid-4-yl)benzene grafted to","Research on Chemical Intermediates (2024), 50(8), 3619-3644","green chemistry, solid-supported catalyst (palladium immobilized onto",1317-61-9,7440-05-3,113682-56-7,,,,,,,,,,,,,93,2024.0
197,31-614-CAS-38470381,86-74-8,2657730-59-9,,,2657729-28-5,93,"Liao, Chuanxin; Chen, Bo; Xie, Qi; Li, Xianggao; Liu, Hongli; Wang,",A Breakthrough in Solution-Processed Ultra-Deep-Blue HLCT OLEDs: A Record,"Advanced Materials (Weinheim, Germany) (2023), 35(48), 2305310",,51364-51-3,,,,865-48-5,13716-12-6,,,,,108-88-3,,,,,93,2023.0
198,31-614-CAS-40129178,3036635-45-4,,,,3047886-53-0,93,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 94% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,93,2023.0
199,31-614-CAS-37741672,108-86-1,67519-05-5,,,1428660-62-1,93,"Zhang, Qi-Ying; Li, Lu-Xin; Wang, Song-Lin; Ma, Jing; Guo, Hai-Ming",Electrochemically-Driven Organocatalytic Enantioselective Oxidative,"Advanced Synthesis & Catalysis (2023), 365(20), 3455-3460",sealed tube used (stage 1),51364-51-3,657408-07-6,,,865-48-5,7732-18-5,,,,,108-88-3,,,,,93,2023.0
200,31-614-CAS-38030199,110-91-8,635-27-8,,,2488676-46-4,93,"Ouyang, Jia-Sheng; Zhang, Xinhuan; Pan, Bendu; Zou, Haobin; Chan, Albert",Solvent-Free Buchwald-Hartwig Amination of Heteroaryl Chlorides by,"Organic Letters (2023), 25(41), 7491-7496","green chemistry, no solvent, Buchwald-Hartwig amination, Schlenk tube",2585661-86-3,,,,865-48-5,,,,,,,,,,,93,2023.0
201,31-614-CAS-41260537,92-84-2,623-00-7,,,58736-90-6,93,"Hoque, Injamam Ul; Samanta, Apurba; Pramanik, Shyamal; Chowdhury,",Photocascade chemoselective controlling of ambident thio(seleno)cyanates,"Nature Communications (2024), 15(1), 5739",,51364-51-3,131274-22-1,,,865-47-4,,,,,,108-88-3,,,,,93,2024.0
202,31-614-CAS-38030223,109-01-3,626-60-8,,,223794-26-1,93,"Ouyang, Jia-Sheng; Zhang, Xinhuan; Pan, Bendu; Zou, Haobin; Chan, Albert",Solvent-Free Buchwald-Hartwig Amination of Heteroaryl Chlorides by,"Organic Letters (2023), 25(41), 7491-7496","green chemistry, no solvent, Buchwald-Hartwig amination, Schlenk tube",2585661-86-3,,,,865-48-5,,,,,,,,,,,93,2023.0
203,31-614-CAS-41138216,86-74-8,3051950-49-0,,,3051950-53-6,92,"Chen, Shanglin; Wang, Ya-Nan; Xie, Jinhui; Li, Wangyang; Ye, Mingxing;","Chemo-, regio- and stereoselective access to polysubstituted 1,3-dienes","Nature Communications (2024), 15(1), 5479","Buchwald-Hartwig coupling, alternative preparation shown",3375-31-3,161265-03-8,,,534-17-8,,,,,,123-91-1,,,,,92,2024.0
204,31-614-CAS-43475759,13889-98-0,3087454-77-8,,,3086578-81-3,92,"Lv, Lunan; Chen, Baiyu; Gao, Yang; Sun, Nannan; Li, Wei; Fu, Wei",Discovery of Novel N-Sulfonamide-tetrahydroquinolines as Potent Retinoic,"Journal of Medicinal Chemistry (2024), 67(23), 21400-21420",Buchwald-Hartwig coupling,3375-31-3,787618-22-8,,,534-17-8,,,,,,123-91-1,,,,,92,2024.0
205,31-614-CAS-40129211,3036635-90-9,,,,3047886-97-2,92,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 92% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,92,2023.0
206,31-614-CAS-41071029,692279-78-0,3050665-06-7,,,3080208-42-7,92,"Jin, Liang; Li, Ya; Mao, Yihui; He, Xiao-Bao; Lu, Zhan; Zhang, Qi; Shi,",Chiral dinitrogen ligand enabled asymmetric Pd/norbornene cooperative,"Nature Communications (2024), 15(1), 4908","molecular sieves used, 91% ee, Schlenk tube used",51364-51-3,2641594-79-6,,,498-66-8,10294-26-5,,,,,108-88-3,7732-18-5,,,,92,2024.0
207,31-614-CAS-40129208,3036635-82-9,,,,3047886-89-2,92,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 93% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,92,2023.0
208,31-614-CAS-36138035,887127-61-9,1630723-98-6,,,2914140-19-3,92,"Primrose, William L.; Mayder, Don M.; Hojo, Ryoga; Hudson, Zachary M.",Dibenzodipyridophenazines with Dendritic Electron Donors Exhibiting,"Journal of Organic Chemistry (2023), 88(7), 4224-4233","thermal, Buchwald-Hartwig cross coupling,reaction in a sealed Schlenk",3375-31-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,92,2023.0
209,31-614-CAS-40985579,108-86-1,143317-90-2,,,3049832-74-5,92,"Kim, Sojung F.; Schwarz, Henrik; Jurczyk, Justin; Nebgen, Bailey R.;","Mechanistic Investigation, Wavelength-Dependent Reactivity, and Expanded","Journal of the American Chemical Society (2024), 146(8), 5580-5596","sealed vial used, no solvent, Buchwald-Hartwig coupling",3375-31-3,787618-22-8,,,865-48-5,,,,,,,,,,,92,2024.0
210,31-614-CAS-40129209,3036636-02-6,,,,3047887-10-2,92,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 91% ee, see experimental details,",3375-31-3,135139-00-3,,,534-17-8,,,,,,108-88-3,,,,,92,2023.0
211,31-614-CAS-38029222,100-61-8,92696-41-8,,,2996026-27-6,92,"Li, Yilong; Liu, Lulu; Shan, Dingjian; Liang, Fangcan; Wang, Shuo; Yu,",Exploration on Metal-Catalytic Conversion of Sulfinyl Sulfones,"ACS Catalysis (2023), 13(20), 13474-13483","Schlenk tube used, Buchwald-Hartwig amination",51364-51-3,224311-51-7,,,865-48-5,,,,,,108-88-3,,,,,92,2023.0
212,31-614-CAS-36471775,6267-02-3,2925248-98-0,,,2925249-37-0,92,"Zhou, You; Lei, Shuang-Gui; Wang, Li-Sheng; Ma, Jin-Tian; Yu, Zhi-Cheng;",I2-Promoted gem-Diarylethene Involved Aza-Diels-Alder Reaction and,"Organic Letters (2023), 25(19), 3386-3390",,3375-31-3,,,,534-17-8,131274-22-1,,,,,108-88-3,,,,,92,2023.0
213,31-614-CAS-38128586,122-39-4,576-83-0,,,603134-65-2,92,"Beck, Christian; Strohriegl, Peter",Microwave-Assisted Synthesis of,"Organic Materials (2023), 5(3), 175-183",,3375-31-3,13716-12-6,,,865-48-5,,,,,,108-88-3,,,,,92,2023.0
214,31-614-CAS-40568912,3042009-85-5,3042010-10-3,,,1940129-51-0,92,"Maddess, Matthew L.; Cleator, Ed; Morimoto, Mariko; Goodyear, Adrian;",Process Development of a Tricyclic Diazepine-Based IDH1 Mutant Inhibitor,"Organic Process Research & Development (2024), 28(6), 2343-2354",,3375-31-3,564483-18-7,,,75-75-2,534-17-8,,,,,68-12-2,,,,,92,2024.0
215,31-614-CAS-40733432,100-52-7,100-63-0,591-50-4,630-08-0,3047136-40-0,92,"Liang, Qianqian; Gao, Shuo; Hao, Wentao; Zhang, Guoying",Palladium-Catalyzed Multicomponent Carbonylation of Halides to,"Journal of Organic Chemistry (2024), 89(12), 8537-8545","high pressure, stereoselective, autoclave used, scalable, 88% isolated",53199-31-8,,,,1310-73-2,,,,,,100-66-3,,,,,92,2024.0
216,31-614-CAS-40985576,108-86-1,771-99-3,,,220616-20-6,92,"Kim, Sojung F.; Schwarz, Henrik; Jurczyk, Justin; Nebgen, Bailey R.;","Mechanistic Investigation, Wavelength-Dependent Reactivity, and Expanded","Journal of the American Chemical Society (2024), 146(8), 5580-5596","sealed vial used, no solvent, Buchwald-Hartwig coupling",3375-31-3,787618-22-8,,,865-48-5,,,,,,,,,,,92,2024.0
217,31-614-CAS-38060975,503-29-7,92874-17-4,,,432549-42-3,92,"Saha, Pallavi; Kumar, Rohit; Das, Samarpita; Ansari, Toufik; Indra,",Visible light induced regioselective C-3 thiocyanation of,"Organic & Biomolecular Chemistry (2023), 21(42), 8471-8476",,51364-51-3,161265-03-8,,,534-17-8,,,,,,108-88-3,,,,,92,2023.0
218,31-614-CAS-41260531,92-84-2,101-55-3,,,3052385-40-4,92,"Hoque, Injamam Ul; Samanta, Apurba; Pramanik, Shyamal; Chowdhury,",Photocascade chemoselective controlling of ambident thio(seleno)cyanates,"Nature Communications (2024), 15(1), 5739",,51364-51-3,131274-22-1,,,865-47-4,,,,,,108-88-3,,,,,92,2024.0
219,31-614-CAS-41716085,40277-63-2,2981405-52-9,,,3056377-29-5,92,"Dong, Yujie; Liu, Jun; Ning, Rongjin; Yang, Fazhou; Zhang, Cheng; Guo,",Pd-catalyzed sequential intramolecular annulation/intermolecular [3+2],"Chemical Communications (Cambridge, United Kingdom) (2024), 60(76),",Schlenk tube used,52522-40-4,161265-03-8,,,121-44-8,,,,,,75-09-2,,,,,92,2024.0
220,31-614-CAS-36585091,122-39-4,128055-74-3,,,189363-47-1,92,"Huang, Liya; Yu, Zehao; Wang, Liubin; Qin, Bin; Cai, Fengshi; Yuan,",Spiro-based triphenylamine molecule with steric structure as a cathode,"Journal of Energy Chemistry (2023), 8324-31",,3375-31-3,,,,865-48-5,13716-12-6,,,,,108-88-3,,,,,92,2023.0
221,31-614-CAS-35436066,109-04-6,613-32-1,,,2883652-81-9,92,"Wan, Qing; Li, Yuxuan; Ding, Keke; Xie, Yili; Fan, Jianzhong; Tong,",Aggregation Effect on Multiperformance Improvement in Aryl-Armed,"Journal of the American Chemical Society (2023), 145(3), 1607-1616",,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,92,2023.0
222,31-614-CAS-36215360,2922795-76-2,,,,2923067-19-8,92,"Pu, Xiaoyun; Zhang, Yaqi; He, Xiaobo; Zhang, Xinhuan; Jiang, Long; Cao,",Synthesis of N-Substituted 4-Quinolones via Palladium-Catalyzed,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157","stereoselective, reaction in a sealed microwave tube, %ee = 54",3375-31-3,406681-13-8,,,584-08-7,,,,,,108-88-3,,,,,92,2023.0
223,31-614-CAS-35475448,92-84-2,1753-75-9,,,2860553-45-1,92,"Ma, You-Ping; Wang, Guoliang; Zhao, Min; Shi, Zi-Fa; Miao, Yanqin; Cao,",A red thermally activated delayed fluorescence emitter based on,"Dyes and Pigments (2023), 212111084",,51364-51-3,,,,865-48-5,131274-22-1,,,,,108-88-3,,,,,92,2023.0
224,31-614-CAS-40632547,123-75-1,2737289-32-4,,,2737274-97-2,92,"Meyer, Emmanuel A.; Croxford, Andrew L.; Gnerre, Carmela; Kulig, Paulina;",Discovery of the Clinical Candidate IDOR-1117-2520: A Potent and,"Journal of Medicinal Chemistry (2024), 67(10), 8077-8098",Buchwald coupling,51364-51-3,98327-87-8,,,865-48-5,,,,,,108-88-3,,,,,92,2024.0
225,31-614-CAS-38970037,42860-10-6,477983-23-6,,,1252780-91-8,92,"Fan, Ruoqian; Wen, Haili; Chen, Zhen; Xia, Yuanzhi; Fang, Weiwei",A General Protocol toward Synthesis of 3-Methylindoles Using,"Organic Letters (2024), 26(1), 22-28","chemoselective, Schlenk tube used",2873417-75-3,,,,865-48-5,,,,,,108-67-8,,,,,92,2024.0
226,31-614-CAS-40129226,3036636-18-4,,,,3047887-30-6,92,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, >20:1 dr, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,92,2023.0
227,31-614-CAS-38030222,110-91-8,20532-33-6,,,96803-51-9,92,"Ouyang, Jia-Sheng; Zhang, Xinhuan; Pan, Bendu; Zou, Haobin; Chan, Albert",Solvent-Free Buchwald-Hartwig Amination of Heteroaryl Chlorides by,"Organic Letters (2023), 25(41), 7491-7496","green chemistry, no solvent, Buchwald-Hartwig amination, Schlenk tube",2585661-86-3,,,,865-48-5,,,,,,,,,,,92,2023.0
228,31-614-CAS-37012596,120-72-9,2944472-13-1,,,2944472-04-0,92,"Ausekle, Elina; Ehlers, Peter; Villinger, Alexander; Argueello Cordero,",Thienoindolizines and their Benzo-Fused Derivatives: Synthesis and,"Chemistry - A European Journal (2023), 29(42), e202301038",,603-35-0,3375-31-3,,,7778-53-2,7732-18-5,,,,,68-12-2,,,,,92,2023.0
229,31-614-CAS-39448775,23449-08-3,1428453-86-4,,,3026893-99-9,92,"Xiong, Wenjuan; Cao, Yuan; Yang, Weifa; Li, Yanan; Yan, Zhi-Chao",Fabrication of robust and color-tunable luminescent elastomers via the,"Dyes and Pigments (2024), 222111915",reaction in a Schlenk tube in stage 1,51364-51-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,92,2024.0
230,31-614-CAS-38715676,100-61-8,446-52-6,,,2417291-90-6,92,"Yin, Xiaogang; Zhu, Qiudi; Tan, Youjuan; Long, Siyu; Huang, Yu; Li, Yan;",Highly dispersed and stable Pd nano-catalyst loaded on chitosan,"Applied Surface Science (2024), 648159047","catalyst prepared and used, catalyst was recycled for five times,",7440-05-3,9012-76-4,,,1333-74-0,,,,,,108-88-3,,,,,92,2024.0
231,31-614-CAS-42383744,103-67-3,3061318-70-2,,,3061318-75-7,92,"Merugu, Srinivas Reddy; Selmer-Olsen, Sigrid; Kaada, Camilla Johansen;","Synthetic Routes to 2-aryl-1H-pyrrolo[2,3-b]pyridin-4-amines:","Molecules (2024), 29(19), 4743",Buchwald-Hartwig coupling,3375-31-3,787618-22-8,,,865-48-5,12125-02-9,,,,,75-65-0,7732-18-5,,,,92,2024.0
232,31-614-CAS-36273148,66003-76-7,103724-32-9,,,2923249-41-4,92,"Naharwal, Sushma; Kharat, Narendra Dinkar; Mahesha, Chikkagundagal K.;","Palladium-Catalyzed Regioselective C-Arylation and C,N-Diarylation of","Synthesis (2023), 55(21), 3515-3525",regioselective,3375-31-3,564483-18-7,,,127-08-2,7782-44-7,,,,,68-12-2,,,,,92,2023.0
233,31-614-CAS-40551297,5308-25-8,223557-19-5,,,2920618-72-8,92,"Andleeb, Hina; Papke, Roger L.; Stokes, Clare; Richter, Katrin; Herz,",Explorations of Agonist Selectivity for the α9* nAChR with Novel,"Journal of Medicinal Chemistry (2024), 67(11), 8642-8666",,51364-51-3,76189-55-4,,,534-17-8,,,,,,108-88-3,123-91-1,,,,92,2024.0
234,31-614-CAS-40733440,100-63-0,591-50-4,630-08-0,939-97-9,3047136-43-3,92,"Liang, Qianqian; Gao, Shuo; Hao, Wentao; Zhang, Guoying",Palladium-Catalyzed Multicomponent Carbonylation of Halides to,"Journal of Organic Chemistry (2024), 89(12), 8537-8545","high pressure, stereoselective, autoclave used",53199-31-8,,,,1310-73-2,,,,,,100-66-3,,,,,92,2024.0
235,31-614-CAS-39342821,23449-08-3,37500-95-1,,,2363054-47-9,92,"Yang, Zuguo; Qiu, Nuoling; Dong, Xiaobin; Li, Jinshi; Zou, Peng; Yang,",Efficient Blue Thermally Activated Delayed Fluorescence Molecules with,"Advanced Optical Materials (2024), 12(13), 2302677",,3375-31-3,131274-22-1,,,865-48-5,,,,,,108-88-3,,,,,92,2024.0
236,31-614-CAS-39668009,37500-95-1,1360546-71-9,,,3032185-63-7,92,"Wang, Wenquan; Liu, Quan; Chai, Yupei; Zhao, Kexin; Bian, Baoji; Zhang,",Controlling the molecular orbital overlap of,"Journal of Molecular Structure (2024), 1306137829",Buchwald-Hartwig coupling reaction,51364-51-3,564483-18-7,,,534-17-8,7647-14-5,,,,,108-88-3,7732-18-5,,,,92,2024.0
237,31-614-CAS-40733456,100-52-7,100-63-0,624-31-7,630-08-0,53307-44-1,92,"Liang, Qianqian; Gao, Shuo; Hao, Wentao; Zhang, Guoying",Palladium-Catalyzed Multicomponent Carbonylation of Halides to,"Journal of Organic Chemistry (2024), 89(12), 8537-8545","high pressure, stereoselective, autoclave used, alternative preparation",53199-31-8,,,,1310-73-2,,,,,,100-66-3,,,,,92,2024.0
238,31-614-CAS-41247413,589-87-7,6267-02-3,,,1342892-15-2,92,"Polesiak, Emilia; Makowska-Janusik, Malgorzata; Drapala, Jakub; Zagorska,",Photophysical and redox properties of new donor-acceptor-donor (DAD),"Physical Chemistry Chemical Physics (2024), 26(30), 20690-20700",chemoselective,51364-51-3,161265-03-8,,,865-48-5,,,,,,108-88-3,,,,,92,2024.0
239,31-614-CAS-38969967,95-50-1,132588-89-7,,,2495113-96-5,92,"Fan, Ruoqian; Wen, Haili; Chen, Zhen; Xia, Yuanzhi; Fang, Weiwei",A General Protocol toward Synthesis of 3-Methylindoles Using,"Organic Letters (2024), 26(1), 22-28",Schlenk tube used,2873417-75-3,,,,865-48-5,,,,,,123-91-1,,,,,92,2024.0
240,31-614-CAS-42014404,100-61-8,623-12-1,,,55251-46-2,92,"Li, Cheuk Long; Tse, Man Ho; Choy, Pui Ying; Kwong, Fuk Yee",Application of indole-based monophosphine in ppm level Pd-catalyzed C-N,"Journal of Organometallic Chemistry (2024), 1011123124","Buchwald-Hartwig amination, catalyst prepared and used, Schlenk tube used",3375-31-3,3058377-30-0,,,865-48-5,,,,,,75-09-2,108-88-3,110-54-3,7732-18-5,,92,2024.0
241,31-614-CAS-42934090,108-86-1,110-89-4,,,4096-20-2,92,"Du, Zihang; Zhang, Jiahao; Lv, Xueli; Zhang, Kun; Ji, Wei; Wang, Minyan;","Copper(I)-Catalyzed α,β-Dehydrogenative [2 + 3] Heteroannulation of","ACS Catalysis (2024), 14(23), 18107-18115",reaction in a sealed tube,51364-51-3,98327-87-8,,,865-48-5,,,,,,108-88-3,,,,,92,2024.0
242,31-614-CAS-40129203,3036635-88-5,,,,3047886-95-0,92,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 90% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,92,2023.0
243,31-614-CAS-35422517,4318-37-0,326474-67-3,,,2898499-71-1,91,"Reichert, Elaine C.; Feng, Kaibo; Sather, Aaron C.; Buchwald, Stephen L.",Pd-Catalyzed Amination of Base-Sensitive Five-Membered Heteroaryl Halides,"Journal of the American Chemical Society (2023), 145(6), 3323-3329","sealed Schlenk tube used, thermal in stage 2",2489525-81-5,,,,18027-10-6,,,,,,109-99-9,,,,,91,2023.0
244,31-614-CAS-36273155,66003-76-7,2923249-11-8,,,2923249-40-3,91,"Naharwal, Sushma; Kharat, Narendra Dinkar; Mahesha, Chikkagundagal K.;","Palladium-Catalyzed Regioselective C-Arylation and C,N-Diarylation of","Synthesis (2023), 55(21), 3515-3525","regioselective, alternative preparation shown",3375-31-3,,,,127-08-2,,,,,,68-12-2,,,,,91,2023.0
245,31-614-CAS-36748975,35412-19-2,57260-71-6,,,3054131-90-4,91,"Oboh, Edmund; Teixeira, Jose E.; Schubert, Tanner J.; Maribona, Adriana",Structure-Activity relationships of replacements for the,"Bioorganic & Medicinal Chemistry (2023), 86117295",sealed flask used,51364-51-3,787618-22-8,,,865-48-5,,,,,,123-91-1,,,,,91,2023.0
246,31-614-CAS-38969956,95-50-1,65001-45-8,,,2363066-38-8,91,"Fan, Ruoqian; Wen, Haili; Chen, Zhen; Xia, Yuanzhi; Fang, Weiwei",A General Protocol toward Synthesis of 3-Methylindoles Using,"Organic Letters (2024), 26(1), 22-28",Schlenk tube used,2873417-75-3,,,,865-48-5,,,,,,123-91-1,,,,,91,2024.0
247,31-614-CAS-38969998,589-09-3,201849-15-2,,,2495113-93-2,91,"Fan, Ruoqian; Wen, Haili; Chen, Zhen; Xia, Yuanzhi; Fang, Weiwei",A General Protocol toward Synthesis of 3-Methylindoles Using,"Organic Letters (2024), 26(1), 22-28","chemoselective, Schlenk tube used, catalyst stoichiometry dependent",2873417-75-3,,,,865-48-5,,,,,,123-91-1,,,,,91,2024.0
248,31-614-CAS-40129312,3036635-25-0,,,,3047888-15-0,91,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 94% ee",3375-31-3,76189-56-5,,,584-08-7,1310-73-2,,,,,108-88-3,123-91-1,,,,91,2023.0
249,31-614-CAS-40129180,3036635-49-8,,,,3047886-55-2,91,"Zhang, Peng; Guo, Chang-Qiu; Yao, Wang; Lu, Chuan-Jun; Li, Yingzi; Paton,",Pd-Catalyzed Asymmetric Amination of Enamines: Expedient Synthesis of,"ACS Catalysis (2023), 13(11), 7680-7690","stereoselective, Schlenk tube used, 94% ee, see experimental details,",3375-31-3,76189-56-5,,,534-17-8,,,,,,108-88-3,,,,,91,2023.0
250,31-614-CAS-40733477,100-52-7,591-50-4,630-08-0,637-60-5,3047136-63-7,91,"Liang, Qianqian; Gao, Shuo; Hao, Wentao; Zhang, Guoying",Palladium-Catalyzed Multicomponent Carbonylation of Halides to,"Journal of Organic Chemistry (2024), 89(12), 8537-8545","high pressure, stereoselective, autoclave used",53199-31-8,,,,1310-73-2,,,,,,100-66-3,,,,,91,2024.0
